code_ucd	code_ucd_precedent	code_ucd_suivant	top_inscription	laboratoire	date_source_doc	type_source_doc	date_maj	libelle_long_ucd	conditionnement	observation	etat	rh	ph	pih	sp	ps	libelle_court_specialite	libelle_long_rcp	code_forme	libelle_forme	code_forme_complement	libelle_forme_complement	dosage	unite_dosage	voie_administration	code_atc	libelle_atc	code_ephmra	libelle_ephmra
9202308			0	SANOFI AVENTIS FRANCE	2009-04-29	JO	2009-12-30	CISPLATINE DAKOTA PHARM 1 mg/ml	solution injectable en flacon de 10 ml	NA	S	N	O	N	O	O	CISPLATINE DKT 10MG/10ML INJ	CISPLATINE DAKOTA PHARM 1 MG/ML, SOLUTION INJECTABLE	48	SOLUTION	295	SOLUTION INJECTABLE				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9202314			0	SANOFI AVENTIS FRANCE	2009-04-29	JO	2009-12-30	CISPLATINE DAKOTA PHARM 1 mg/ml	solution injectable en flacon de 100 ml	NA	S	N	O	N	O	O	CISPLATINE DKT 100MG/100ML INJ	CISPLATINE DAKOTA PHARM 1 MG/ML, SOLUTION INJECTABLE	48	SOLUTION	295	SOLUTION INJECTABLE				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9202320			0	SANOFI AVENTIS FRANCE	2009-04-29	JO	2009-12-30	CISPLATINE DAKOTA PHARM 1 mg/ml	solution injectable en flacon de 50 ml	NA	S	N	O	N	O	O	CISPLATINE DKT 50MG/50ML INJ	CISPLATINE DAKOTA PHARM 1 MG/ML, SOLUTION INJECTABLE	48	SOLUTION	295	SOLUTION INJECTABLE				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9202774			0	PFIZER	2009-06-19	JO	2009-12-30	ADRIBLASTINE 10 mg/5 ml	solution injectable pour perfusion en flacon polypropylene	NA	D	N	O	N	O	O	ADRIBLASTINE 10MG/5ML SOL INJ FP	ADRIBLASTINE 10 MG/5 ML, SOLUTION INJECTABLE POUR PERFUSION EN FLACON	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS				L01DB01	DOXORUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9202780			0	PFIZER	2009-06-19	JO	2009-12-30	ADRIBLASTINE 50 mg/25 ml	solution injectable pour perfusion en flacon polypropylene	NA	D	N	O	N	O	O	ADRIBLASTINE 50MG/25ML SOL INJ FP	ADRIBLASTINE 50 MG/25ML, SOLUTION INJECTABLE POUR PERFUSION EN FLACON	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS				L01DB01	DOXORUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9202834			0	PFIZER	2010-02-19	JO	2010-02-19	FARMORUBICINE 10 mg/5 ml	solution injectable pour perfusion en flacon polypropylene	NA	S	N	O	N	O	O	FARMORUBICINE 10 MG SOL INJ	FARMORUBICINE 10 MG/5 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9202840			0	PFIZER	2010-02-19	JO	2010-02-19	FARMORUBICINE 20 mg/10 ml	solution injectable pour perfusion en flacon polypropylene	NA	S	N	O	N	O	O	FARMORUBICINE 20 MG SOL INJ FP	FARMORUBICINE 20 MG/10 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9202857			0	PFIZER	2010-02-19	JO	2010-02-19	FARMORUBICINE 200 mg/100 ml	solution injectable pour perfusion en flacon polypropylene	NA	S	N	O	N	O	O	FARMORUBICINE 200 MG SOL INJ FP	FARMORUBICINE 200 MG/100 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9202863			0	PFIZER	2010-03-05	JO	2010-03-05	FARMORUBICINE 50 mg/25 ml	solution injectable pour perfusion en flacon polypropylene	NA	S	N	O	N	O	O	FARMORUBICINE 50 MG SOL INJ FP	FARMORUBICINE 50 MG/25 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9202886			0	GLAXOSMITHKLINE	2017-06-30	JO	2017-07-11	FLOLAN 1,5 mg	poudre et solvant pour solution injectable	NA	D	N	O	N	N	O	FLOLAN 1,5MG/50ML PDR+SOL PERF 1FL	FLOLAN 1,5 mg, poudre et solvant pour solution pour perfusion	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B01AC09	EPOPROSTENOL	B01C4	ANTI-AGREGANTS PLAQUETTAIRES AUGMENTANT L'AMPc
9203058			0	MSD FRANCE	2018-12-20	JO	2018-12-20	TEMODAL 100 mg	gelule	NA	D	N	O	N	O	O	TEMODAL 100MG GELULE	TEMODAL 100 MG,  gelule	21	GELULE	64	NE PAS OUVRIR ORAL(E)				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9203064			0	MSD FRANCE	2018-12-20	JO	2018-12-20	TEMODAL 20 mg	gelule	NA	D	N	O	N	O	O	TEMODAL 20MG GELULE	TEMODAL 20 MG, gelule	21	GELULE	64	NE PAS OUVRIR ORAL(E)				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9203070			0	MSD FRANCE	2018-12-20	JO	2018-12-20	TEMODAL 250 mg	gelule	NA	D	N	O	N	O	O	TEMODAL 250MG GELULE	TEMODAL 250 MG, gelule	21	GELULE	328	NE PAS OUVRIR GELULE ORAL(E)				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9203087			0	MSD FRANCE	2018-12-20	JO	2018-12-20	TEMODAL 5 mg	gelule	NA	D	N	O	N	O	O	TEMODAL 5MG GELULE	TEMODAL 5 mg, gelule	21	GELULE	64	NE PAS OUVRIR ORAL(E)				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9203383			0	BOEHRINGER INGELHEIM FRANCE	2010-05-07	JO	2010-05-07	VIRAMUNE 50 mg/5 ml	suspension buvable	NA	D	N	N	O	N	N	VIRAMUNE 50 MG/5 ML SUSP BUV	VIRAMUNE 50 MG/5 ML, SUSPENSION BUVABLE	50	SUSPENSION	284	SUSPENSION BUVABLE				J05AG01	NEVIRAPINE	J05C3	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES
9203408			0	GILEAD SCIENCES	2017-01-12	JO	2017-01-16	AMBISOME 50 mg	poudre pour suspension de liposomes pour perfusion en flacon de 30 ml	NA	S	N	O	N	N	N	AMBISOME 50MG PDR INJ 30ML	AMBISOME 50 MG, POUDRE POUR SUSPENSION DE LIPOSOMES POUR PERFUSION	44	POUDRE	61	LIPOSOME POUR PERFUSION. POUR SUSPENSION	35.0000	MG	INJECTABLE	J02AA01	AMPHOTERICINE B	J02A	AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES
9203934			0	MERCK GENERIQUES	2009-04-29	JO	2009-12-30	PIPERACILLINE MERCK 1 G	Poudre injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	S	N	O	N	N	N	PIPERACILLINE MYL 1G PDR INJ	PIPERACILLINE MYLAN 1 G, POUDRE POUR SOLUTION INJECTABLE (I.M/I.V)	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE				J01CA12	PIPERACILLINE	J01H1	PENICILLINES A SPECTRE MOYEN ET ETROIT SEULES
9203940			0	MERCK GENERIQUES	2009-04-29	JO	2009-12-30	PIPERACILLINE MERCK 2 G	Poudre injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	S	N	O	N	N	N	PIPERACILLINE MYL 2G PDR INJ	PIPERACILLINE MYLAN 2 G, POUDRE POUR SOLUTION INJECTABLE (IM-IV)	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE				J01CA12	PIPERACILLINE	J01H1	PENICILLINES A SPECTRE MOYEN ET ETROIT SEULES
9203957			0	MERCK GENERIQUES	2009-04-29	JO	2009-12-30	PIPERACILLINE MERCK 4 G	Poudre injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	S	N	O	N	N	N	PIPERACILLINE MYL 4G PDR INJ	PIPERACILLINE MYLAN 4 G, POUDRE POUR SOLUTION INJECTABLE (I.M/I.V)	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE				J01CA12	PIPERACILLINE	J01H1	PENICILLINES A SPECTRE MOYEN ET ETROIT SEULES
9205459			0	TEVA PHARMA BV	2009-04-29	JO	2009-12-30	VINCRISTINE TEVA 1 MG/ML	Solution injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	S	N	O	N	O	N	VINCRISTINE TVC 0,1% SOL 1ML	VINCRISTINE TEVA CLASSICS 0,1% (1 mg/1 ml), solution injectable (I.V.)	48	SOLUTION	295	SOLUTION INJECTABLE				L01CA02	VINCRISTINE	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9206453			0	AVENTIS	2009-04-29	JO	2009-12-30	REVASC 15 MG	Poudre et solvant pour solution injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	S	N	O	N	N	N	REVASC 15MG/0,5ML  SOL INJ	REVASC 15 MG, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ	30.0000	MG	INJECTABLE	B01AE01	DESIRUDINE	B01E	INHIBITEURS DIRECTS DE LA THROMBINE
9206708			0	SCHERING-PLOUGH	2009-04-29	JO	2009-12-30	INTRONA 10 MUI/1 ml	solution injectable ou perfusion	NA	D	N	N	O	N	N	INTRONA 10 MUI SOL INJ OU PERF	INTRONA 10 millions d'UI/ml, solution injectable ou pour perfusion	48	SOLUTION	295	SOLUTION INJECTABLE SOLUTION POUR PERFUS	2.0000	MU	INJECTABLE	L03AB05	INTERFERON ALFA-2B	L03B1	INTERFERONS, ALPHA
9206714			0	SCHERING-PLOUGH	2009-04-29	JO	2009-12-30	INTRONA 18 MUI/1,2 ml	solution injectable en stylo multidose + 12 sets d'injection	NA	S	N	N	O	N	N	INTRONA 18MUI/1,2ML INJ STYLO	INTRONA 18 MILLIONS D'UI, SOLUTION INJECTABLE, STYLO MULTIDOSE	48	SOLUTION	295	SOLUTION INJECTABLE	2.0000	MU	INJECTABLE	L03AB05	INTERFERON ALFA-2B	L03B1	INTERFERONS, ALPHA
9206737			0	SCHERING-PLOUGH	2009-04-29	JO	2009-12-30	INTRONA 30 M UI	solution injectable en stylo multidose	NA	S	N	N	O	N	N	INTRONA 30MUI/1,2ML INJ STYLO	INTRONA 30 MILLIONS D'UI, SOLUTION INJECTABLE, STYLO MULTIDOSE	48	SOLUTION	295	SOLUTION INJECTABLE	2.0000	MU	INJECTABLE	L03AB05	INTERFERON ALFA-2B	L03B1	INTERFERONS, ALPHA
9206766			0	SCHERING-PLOUGH	2009-04-29	JO	2009-12-30	INTRONA 60 M UI	solution injectable en stylo multidose	NA	S	N	N	O	N	N	INTRONA 60MUI/1,2ML INJ STYLO	INTRONA 60 MILLIONS D'UI, SOLUTION INJECTABLE, STYLO MULTIDOSE	48	SOLUTION	295	SOLUTION INJECTABLE	2.0000	MU	INJECTABLE	L03AB05	INTERFERON ALFA-2B	L03B1	INTERFERONS, ALPHA
9206921			0	SANOFI AVENTIS FRANCE	2018-06-05	JO	2018-06-11	THYROGEN 0,9 mg	INJ FL	NA	D	N	N	N	N	O	THYROGEN 0,9 MG PDR INJ	THYROGEN 0,9 mg, poudre pour solution injectable, flacon de 1 ml	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE	0.9000	MG	INJECTABLE	H01AB01	THYROTROPHINE ALFA	T02X9	TOUT AUTRE TEST DIAGNOSTIQUE
9208245			0	TEVA CLASSICS	2009-04-29	JO	2009-12-30	CISPLATINE TEVA 1 mg/1 ml	solution pour perfusion en flacon de 10 ml	NA	D	N	O	N	O	O	CISPLATINE TVC 10 MG/10 ML SOL INJ	CISPLATINE TEVA 1 MG/1 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9208251			0	TEVA CLASSICS	2009-04-29	JO	2009-12-30	CISPLATINE TEVA 1 mg/1 ml	solution pour perfusion en flacon de 25 ml	NA	S	N	O	N	O	O	CISPLATINE TVC 25MG/25ML INJ	CISPLATINE TEVA 1 MG/1 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9208268			0	TEVA CLASSICS	2009-04-29	JO	2009-12-30	CISPLATINE TEVA 1 mg/1 ml	solution pour perfusion en flacon de 50 ml	NA	D	N	O	N	O	O	CISPLATINE TVC 50 MG/50 ML SOL INJ	CISPLATINE TEVA 1 MG/1 ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9208280			0	TEVA CLASSICS	2009-04-29	JO	2009-12-30	ETOPOSIDE TEVA 20 mg/ml	solution a diluer pour perfusion en flacon de 25 ml	NA	D	N	O	N	O	O	ETOPOSIDE TVC 500 MG SOL INJ	ETOPOSIDE TEVA 500 MG/25 ML, SOLUTION A DILUER POUR PERFUSION	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CB01	ETOPOSIDE	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9208297			0	TEVA CLASSICS	2009-04-29	JO	2009-12-30	ETOPOSIDE TEVA 20 mg/ml	solution a diluer pour perfusion en flacon de 50 ml	NA	D	N	O	N	O	O	ETOPOSIDE TVC 1000 MG SOL INJ	ETOPOSIDE TEVA 1000 MG/50 ML, SOLUTION A DILUER POUR PERFUSION	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CB01	ETOPOSIDE	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9208570			0	SCHERING-PLOUGH	2012-02-10	JO	2012-02-10	REBETOL 200 mg	gelules	NA	D	N	N	O	O	O	REBETOL 200MG GELULE	REBETOL 200 mg GELULE	21	GELULE	328	NE PAS ECRASER GELULE ORAL(E)				J05AP01	RIBAVIRINE	J05B1	MEDICAMENTS CONTRE L'HEPATITE VIRALE
9208593			0	MYLAN SAS	2015-10-15	JO	2015-10-16	AMIKACINE MYLAN 50 MG/1 ML ENFANT ET NOURRISSON	Solution injectable	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	D	O	O	N	N	N	AMIKACINE MYL 50MG SOL INJ	AMIKACINE MYLAN 50 MG/1 ML, ENFANTS ET NOURRISSONS, SOLUTION INJECTABLE	48	SOLUTION	295	SOLUTION INJECTABLE				J01GB06	AMIKACINE	J01K	AMINOSIDES
9210213			0	TEVA CLASSICS	2009-06-19	JO	2009-12-30	CARBOPLATINE TEVA 10 mg/ml	solution pour perfusion en flacon de 15 ml	NA	D	N	O	N	O	O	CARBOPLATINE TVC 150 MG/15ML SOL INJ	CARBOPLATINE TEVA 10 MG/ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01XA02	CARBOPLATINE	L01X2	DERIVES DU PLATINE
9210236			0	TEVA CLASSICS	2009-06-19	JO	2009-12-30	CARBOPLATINE TEVA 10 mg/ml	solution pour perfusion en flacon de 45 ml	NA	D	N	O	N	O	O	CARBOPLATINE TVC 450 MG/45ML SOL INJ	CARBOPLATINE TEVA 10 MG/ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01XA02	CARBOPLATINE	L01X2	DERIVES DU PLATINE
9210242			0	TEVA CLASSICS	2009-06-19	JO	2009-12-30	CARBOPLATINE TEVA 10 mg/ml	solution pour perfusion en flacon de 5 ml	NA	D	N	O	N	O	O	CARBOPLATINE TVC 50 MG SOL INJ	CARBOPLATINE TEVA 10 MG/ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01XA02	CARBOPLATINE	L01X2	DERIVES DU PLATINE
9210845			0	GLAXOSMITHKLINE	2009-04-29	JO	2009-12-30	VENTOLINE NEBULE 5 MG/1 ML	Solution pour inhalation, flacon compte-gouttes de 10 ml	Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)	S	N	N	N	N	O	VENTOLINE 5MG/ML INHAL GTE 10ML	VENTOLINE 0,5 POUR CENT (5 MG/ML), SOLUTION POUR INHALATION PAR NEBULISATEUR	48	SOLUTION	351	SOLUTION POUR INHALATION PAR NEBULISEUR	0.8000	MG	INHALEE	R03AC02	SALBUTAMOL	R03A4	BETA 2 STIMULANTS INHALES D'ACTION BREVE
9211359			0	VIIV HEALTHCARE SAS	2018-07-31	JO	2018-09-07	ZIAGEN 300 mg	comprime pellicule	NA	D	N	N	O	N	N	ZIAGEN 300MG CPR	ZIAGEN 300 mg, comprime pellicule	15	COMPRIME	307	SECABLE COMPRIME PELLICULE BISECABLE				J05AF06	ABACAVIR	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9211371			0	LFB-BIOMEDICAMENTS	2018-12-21	JO	2018-12-21	ACLOTINE 100 UI/ml	10 ml poudre et solvant pour solution injectable	NA	D	N	O	N	N	N	ACLOTINE 1000 UI PDR ET SOL INJ 10ML	ACLOTINE 100 UI/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B01AB02	ANTITHROMBINE	B02C1	INHIBITEURS DE LA COAGULATION
9211388			0	LFB-BIOMEDICAMENTS	2018-12-21	JO	2018-12-21	ACLOTINE 100 UI/ml	5 ml poudre et solvant pour solution injectable	NA	D	N	O	N	N	N	ACLOTINE 500UI/5ML PDR ET SOL INJ	ACLOTINE 100 UI/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B01AB02	ANTITHROMBINE	B02C1	INHIBITEURS DE LA COAGULATION
9212011			0	BRISTOL MYERS SQUIBB	2016-06-29	JO	2016-07-01	SUSTIVA 100 mg	gelule	NA	D	N	N	O	N	N	SUSTIVA 100MG GELULE	SUSTIVA 100 mg, gelule	21	GELULE	64	ORAL(E)				J05AG03	EFAVIRENZ	J05C3	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES
9212028			0	BRISTOL MYERS SQUIBB	2016-06-29	JO	2016-07-01	SUSTIVA 50 mg	gelule	NA	D	N	N	O	N	N	SUSTIVA 50MG GELULE	SUSTIVA 50 mg, gelule	21	GELULE	64	ORAL(E)				J05AG03	EFAVIRENZ	J05C3	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDIQUES
9212264			0	LINK PHARMACEUTICALS LTD	2005-08-19	JO	2008-05-22	GLIADEL 7,7 mg	implant en sachet	NA	D	O	N	N	O	O	GLIADEL 7,7MG IMPLANT	GLIADEL 7,7 MG, IMPLANT	44	POUDRE	612	POUDRE				L01AD01	CARMUSTINE	L01A	AGENTS ALKYLANTS
9212436			0	PANPHARMA	2018-09-12	JO	2018-09-18	CEFOXITINE PANPHARMA 1 g	poudre pour solution injectable (IV)	NA	D	N	O	N	N	N	CEFOXITINE PAN 1G PDR INJ IV	CEFOXITINE PANPHARMA 1 g, poudre pour solution injectable (IV)	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE				J01DC01	CEFOXITINE	J01D2	CEPHALOSPORINES INJECTABLES
9212442			0	PANPHARMA	2018-09-12	JO	2018-09-18	CEFOXITINE PANPHARMA 2 g	poudre pour solution injectable (IV)	NA	D	N	O	N	N	N	CEFOXITINE PAN 2G PDR INJ IV	CEFOXITINE PANPHARMA 2 G, POUDRE POUR SOLUTION INJECTABLE (IV)	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE				J01DC01	CEFOXITINE	J01D2	CEPHALOSPORINES INJECTABLES
9212488			0	OCTAPHARMA SAS	2018-02-20	JO	2018-02-28	OCTAGAM 5 G/100 ML	solution pour perfusion	Voir JO du 07/08/15 et du 02/10/15 pour indications therapeutiques remboursables: extensions d'indications	D	N	O	N	N	N	OCTAGAM 50 MG/ML SOL INJ FL 100ML	OCTAGAM 50 MG/ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9212494			0	OCTAPHARMA SAS	2018-02-20	JO	2018-02-28	OCTAGAM 10 G/200 ML	solution pour perfusion	Voir JO du 07/08/15 et du 02/10/15 pour indications therapeutiques remboursables: extensions d'indications.	D	N	O	N	N	N	OCTAGAM 50 MG/ML SOL INJ FL 200ML	OCTAGAM 50 MG/ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9212502			0	OCTAPHARMA FRANCE	2018-02-20	JO	2018-03-01	OCTAGAM 2,5 G/50 ML	solution pour perfusion	Voir JO du 07/08/15 et du 02/10/15, pour indications therapeutiques remboursables: extensions d'indications.	D	N	O	N	N	N	OCTAGAM 50 MG/ML SOL INJ FL 50ML	OCTAGAM 50 MG/ML, SOLUTION POUR PERFUSION	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9212525			0	GLAXOSMITHKLINE	2009-04-29	JO	2009-12-30	ZEFFIX 100 mg	comprime pellicule	NA	D	N	N	O	N	O	ZEFFIX 100 MG CPR	ZEFFIX 100 MG, COMPRIME PELLICULE	15	COMPRIME	307	COMPRIME PELLICULE				J05AF05	LAMIVUDINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9212531			0	GLAXOSMITHKLINE	2009-04-29	JO	2009-12-30	ZEFFIX 5 mg/ml	solution buvable en flacon de 240 ml	NA	D	N	N	O	N	O	ZEFFIX 5 MG/ML SOL BUV	ZEFFIX 5 mg/ml, solution buvable	48	SOLUTION	292	SOLUTION BUVABLE				J05AF05	LAMIVUDINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9212548			0	GLAXOSMITHKLINE	2010-03-12	JO	2010-03-19	ZIAGEN 20 mg/ml	solution buvable	NA	D	N	N	O	N	N	ZIAGEN 20MG/ML SOL BUV	ZIAGEN 20 MG/ML, solution buvable	48	SOLUTION	292	SOLUTION BUVABLE				J05AF06	ABACAVIR	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9213737			0	MSD FRANCE	2018-02-20	JO	2018-02-27	REMICADE 100 mg	poudre pour solution a diluer pour perfusion en flacon de 20 ml	NA	D	O	N	N	N	N	REMICADE 100 MG PDR INJ	REMICADE 100 mg, poudre pour solution a diluer pour perfusion	44	POUDRE	584	LYOPHILISE(E) POUDRE PR SOL A DILUER POU	3.7500	MG	INJECTABLE	L04AB02	INFLIXIMAB	L04B	MEDICAMENTS ANTI-TNF
9213743			0	ABBVIE	2017-12-19	JO	2017-12-27	SYNAGIS 100 mg	poudre et solvant pour solution injectable	NA	S	N	N	N	N	N	SYNAGIS 100 MG PDR ET SOL INJ	SYNAGIS 100 mg, poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ LYOP				J06BB16	PALIVIZUMAB	J06H9	AUTRES IMMUNOGLOBULINES ANTIVIRALES
9213766			0	ABBVIE	2017-12-19	JO	2017-12-27	SYNAGIS 50 mg	poudre et solvant pour solution injectable	NA	S	N	N	N	N	N	SYNAGIS 50 MG PDR ET SOL INJ	SYNAGIS 50 mg poudre et solvant pour solution injectable.	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				J06BB16	PALIVIZUMAB	J06H9	AUTRES IMMUNOGLOBULINES ANTIVIRALES
9216925			0	SANOFI AVENTIS FRANCE	2009-04-29	JO	2009-12-30	FLUOROURACILE DAKOTA 50 mg/ml	solution a diluer pour perfusion en flacon de 100 ml	NA	S	N	O	N	O	O	FLUOROURACILE DKT 50MG/ML 100ML	FLUOROURACILE DAKOTA 50 MG/ML, SOLUTION A DILUER POUR PERFUSION	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC02	FLUOROURACILE	L01B	ANTIMETABOLITES
9217362			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 125 mg	gelule gastro-resistante	NA	S	N	N	O	N	N	VIDEX 125MG GELULE	VIDEX 125 MG, GELULE GASTRO-RESISTANTE	21	GELULE	332	NE PAS ECRASER NE PAS OUVRIR GELULE GAST				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9217379			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 200 mg	gelule gastro-resistante	NA	S	N	N	O	N	N	VIDEX 200MG GELULE	VIDEX 200 mg, gelule gastro-resistante	21	GELULE	332	NE PAS ECRASER NE PAS OUVRIR GELULE GAST				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9217385			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 250 mg	gelules gastro-resistante	NA	S	N	N	O	N	N	VIDEX 250MG GELULE	VIDEX 250 mg, gelule gastro-resistante	21	GELULE	332	NE PAS ECRASER NE PAS OUVRIR GELULE GAST				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9217391			0	BRISTOL MYERS SQUIBB	2009-04-29	JO	2009-12-30	VIDEX 400 mg	gelule gastro-resistante	NA	S	N	N	O	N	N	VIDEX 400MG GELULE	VIDEX 400 mg, gelule gastro-resistante	21	GELULE	332	NE PAS ECRASER NE PAS OUVRIR GELULE GAST				J05AF02	DIDANOSINE	J05C1	INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES
9217592			0	MYLAN SAS	2009-11-10	JO	2009-12-30	CISPLATINE MYLAN 10 MG/10 ML	solution a diluer pour perfusion en flacon de 10 ml	NA	D	N	O	N	O	O	CISPLATINE MYL 10 MG SOL INJ	CISPLATINE MYLAN 10 mg/10 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
